STNID;VALUE1;VALUE2;VALUE3;VALUE4;VALUE5;VALUE6;VALUE7;VALUE8;VALUE9;VALUE10;VALUE11;VALUE12;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12
USC00108395;164S;194S;281R;339S;405S;464S;523S;508S;425S;340S;256S;160R;16.4;19.4;28.1;33.9;40.5;46.4;52.3;50.8;42.5;34;25.6;16
USC00108412;212R;220R;265R;314R;395R;472R;567R;565R;470R;372R;266R;215R;21.2;22;26.5;31.4;39.5;47.2;56.7;56.5;47;37.2;26.6;21.5
USC00108535;94S;107S;199R;270S;344R;403R;451S;442R;359R;273S;193S;98S;9.4;10.7;19.9;27;34.4;40.3;45.1;44.2;35.9;27.3;19.3;9.8
USC00108676;-17S;-11S;98S;194S;274S;331S;357S;334S;264S;201S;108S;-18S;-1.7;-1.1;9.8;19.4;27.4;33.1;35.7;33.4;26.4;20.1;10.8;-1.8
USC00108928;245C;278C;352S;407S;489C;564S;634S;611C;515S;412S;313S;240C;24.5;27.8;35.2;40.7;48.9;56.4;63.4;61.1;51.5;41.2;31.3;24
USC00108937;135S;159S;245S;309S;377S;440S;484S;475S;398S;312S;233S;147S;13.5;15.9;24.5;30.9;37.7;44;48.4;47.5;39.8;31.2;23.3;14.7
USC00109000;167R;195S;275S;332S;396S;457S;509S;492S;416S;332S;258S;169S;16.7;19.5;27.5;33.2;39.6;45.7;50.9;49.2;41.6;33.2;25.8;16.9
USC00109065;67R;88R;181R;268R;347R;408S;468R;445R;361R;273R;181R;79R;6.7;8.8;18.1;26.8;34.7;40.8;46.8;44.5;36.1;27.3;18.1;7.9
USC00109293;215S;240S;308S;361R;437S;508S;571S;548S;454S;363S;281S;209S;21.5;24;30.8;36.1;43.7;50.8;57.1;54.8;45.4;36.3;28.1;20.9
USC00109303;199S;230C;292C;339S;414C;483C;535C;516S;433C;344C;265C;194S;19.9;23;29.2;33.9;41.4;48.3;53.5;51.6;43.3;34.4;26.5;19.4
USC00109498;234S;241R;294R;346R;409S;470S;510R;501S;429S;350S;294S;225S;23.4;24.1;29.4;34.6;40.9;47;51;50.1;42.9;35;29.4;22.5
USC00109560;88R;81R;157R;217R;283R;338R;371R;353R;293R;240R;165R;82R;8.8;8.1;15.7;21.7;28.3;33.8;37.1;35.3;29.3;24;16.5;8.2
USC00109638;210R;247S;332S;384S;465S;533S;594S;565R;471S;371S;293S;218S;21;24.7;33.2;38.4;46.5;53.3;59.4;56.5;47.1;37.1;29.3;21.8
USC00109698;127Q;140Q;255Q;305Q;378Q;428Q;499Q;482Q;393Q;317Q;204Q;148Q;12.7;14;25.5;30.5;37.8;42.8;49.9;48.2;39.3;31.7;20.4;14.8
USC00109846;223S;230S;274S;318S;375S;430S;475S;472S;407S;337S;275S;206S;22.3;23;27.4;31.8;37.5;43;47.5;47.2;40.7;33.7;27.5;20.6
USC00109950;153Q;162Q;217Q;273Q;371Q;416Q;466Q;441Q;372Q;290Q;213Q;110Q;15.3;16.2;21.7;27.3;37.1;41.6;46.6;44.1;37.2;29;21.3;11
USC00109951;91R;103R;185R;244R;308R;356R;390R;368R;298R;244R;184R;88R;9.1;10.3;18.5;24.4;30.8;35.6;39;36.8;29.8;24.4;18.4;8.8
USC00109963;199R;225R;294R;345R;407R;475R;526R;513R;433R;348R;280R;208R;19.9;22.5;29.4;34.5;40.7;47.5;52.6;51.3;43.3;34.8;28;20.8
USC00110055;224R;257R;355R;459R;559R;650R;681R;664R;585R;470R;361R;253R;22.4;25.7;35.5;45.9;55.9;65;68.1;66.4;58.5;47;36.1;25.3
USC00110072;130S;168S;269S;378S;488S;594S;629S;612S;523S;406S;294S;175S;13;16.8;26.9;37.8;48.8;59.4;62.9;61.2;52.3;40.6;29.4;17.5
USC00110137;230R;264R;358R;465R;568R;664R;704R;686R;605R;487R;385R;269R;23;26.4;35.8;46.5;56.8;66.4;70.4;68.6;60.5;48.7;38.5;26.9
USC00110140;133Q;165Q;269Q;381Q;491Q;591Q;623Q;601Q;511Q;396Q;287Q;176Q;13.3;16.5;26.9;38.1;49.1;59.1;62.3;60.1;51.1;39.6;28.7;17.6
USC00110187;230S;267S;348S;441S;533S;620S;662S;645S;563S;452S;359S;261S;23;26.7;34.8;44.1;53.3;62;66.2;64.5;56.3;45.2;35.9;26.1
USC00110203;139S;173R;268R;375S;474S;574R;625R;613R;534R;410R;311R;186R;13.9;17.3;26.8;37.5;47.4;57.4;62.5;61.3;53.4;41;31.1;18.6
USC00110306;177R;211R;303R;412R;513R;609R;643R;624R;532R;425R;335R;212R;17.7;21.1;30.3;41.2;51.3;60.9;64.3;62.4;53.2;42.5;33.5;21.2
USC00110338;159S;200S;296S;403S;501S;600S;648S;633S;549S;428S;325S;202S;15.9;20;29.6;40.3;50.1;60;64.8;63.3;54.9;42.8;32.5;20.2
USC00110356;143Q;183Q;274Q;391Q;499Q;602Q;630Q;615Q;524Q;409Q;307Q;195Q;14.3;18.3;27.4;39.1;49.9;60.2;63;61.5;52.4;40.9;30.7;19.5
USC00110442;130R;167R;264R;376R;475R;577R;626R;611R;524R;405R;303R;179R;13;16.7;26.4;37.6;47.5;57.7;62.6;61.1;52.4;40.5;30.3;17.9
USC00110598;157R;200R;301R;407R;514R;603R;643R;620R;530R;424R;310R;197R;15.7;20;30.1;40.7;51.4;60.3;64.3;62;53;42.4;31;19.7
USC00110608;250R;274R;361R;453R;544R;637R;675R;656R;570R;457R;375R;264R;25;27.4;36.1;45.3;54.4;63.7;67.5;65.6;57;45.7;37.5;26.4
USC00110764;152R;198R;290R;395R;495R;588R;630R;608R;530R;420R;315R;191R;15.2;19.8;29;39.5;49.5;58.8;63;60.8;53;42;31.5;19.1
USC00110993;239S;274C;351C;453C;549C;633S;676S;659C;575C;457S;363S;271C;23.9;27.4;35.1;45.3;54.9;63.3;67.6;65.9;57.5;45.7;36.3;27.1
USC00111020;223R;265R;351R;456R;554R;651R;672R;645R;560R;447R;372R;261R;22.3;26.5;35.1;45.6;55.4;65.1;67.2;64.5;56;44.7;37.2;26.1
USC00111160;215S;249S;347S;455S;553S;645S;687S;667S;578S;457S;355S;249S;21.5;24.9;34.7;45.5;55.3;64.5;68.7;66.7;57.8;45.7;35.5;24.9
USC00111265;230S;262S;346S;443S;546S;636S;673S;643S;553S;437S;356S;259S;23;26.2;34.6;44.3;54.6;63.6;67.3;64.3;55.3;43.7;35.6;25.9
USC00111280;186R;222R;318R;428R;527R;620R;655R;634R;547R;437R;335R;227R;18.6;22.2;31.8;42.8;52.7;62;65.5;63.4;54.7;43.7;33.5;22.7
USC00111290;205R;231R;338R;442S;548S;637S;676S;658S;572S;452R;357R;240R;20.5;23.1;33.8;44.2;54.8;63.7;67.6;65.8;57.2;45.2;35.7;24
USC00111302;223R;248R;344R;442R;543R;635R;668R;644R;557R;440R;348R;252R;22.3;24.8;34.4;44.2;54.3;63.5;66.8;64.4;55.7;44;34.8;25.2
USC00111420;156R;190R;283R;387R;489R;587R;631R;619R;538R;423R;326R;199R;15.6;19;28.3;38.7;48.9;58.7;63.1;61.9;53.8;42.3;32.6;19.9
USC00111436;205S;244S;335S;437S;533S;624S;661S;643S;564S;455S;356S;245S;20.5;24.4;33.5;43.7;53.3;62.4;66.1;64.3;56.4;45.5;35.6;24.5
USC00111475;163C;202C;298S;405C;510C;607S;640C;618C;539C;431C;327C;205C;16.3;20.2;29.8;40.5;51;60.7;64;61.8;53.9;43.1;32.7;20.5
USC00111497;159S;191S;282S;379S;472S;570S;631S;623S;539S;419S;328S;204C;15.9;19.1;28.2;37.9;47.2;57;63.1;62.3;53.9;41.9;32.8;20.4
USC00111550;198Q;229Q;309Q;422Q;517Q;619Q;695Q;686Q;611Q;492Q;375Q;249Q;19.8;22.9;30.9;42.2;51.7;61.9;69.5;68.6;61.1;49.2;37.5;24.9
USC00111835;124R;164R;264R;371R;479R;575R;614R;594R;509R;389R;296R;168R;12.4;16.4;26.4;37.1;47.9;57.5;61.4;59.4;50.9;38.9;29.6;16.8
USC00111836;146R;193R;286R;396R;495R;589R;629R;601R;514R;405R;316R;183R;14.6;19.3;28.6;39.6;49.5;58.9;62.9;60.1;51.4;40.5;31.6;18.3
USC00112140;192S;229S;320S;421S;515S;609S;647S;631S;551S;438S;345S;233S;19.2;22.9;32;42.1;51.5;60.9;64.7;63.1;55.1;43.8;34.5;23.3
USC00112193;191S;232S;323S;429S;525S;620S;656S;641S;556S;447S;344S;231S;19.1;23.2;32.3;42.9;52.5;62;65.6;64.1;55.6;44.7;34.4;23.1
USC00112223;128S;168S;270S;377S;485S;589S;629S;610S;523S;402S;297S;172S;12.8;16.8;27;37.7;48.5;58.9;62.9;61;52.3;40.2;29.7;17.2
USC00112348;116S;157S;270S;378S;486S;584S;626S;606S;514S;397S;293S;165S;11.6;15.7;27;37.8;48.6;58.4;62.6;60.6;51.4;39.7;29.3;16.5
USC00112353;267S;304S;385S;475S;561R;641C;679S;664S;585C;476C;394C;297C;26.7;30.4;38.5;47.5;56.1;64.1;67.9;66.4;58.5;47.6;39.4;29.7
USC00112483;239S;277S;362S;461S;556S;643S;676S;651S;565S;458S;364S;267S;23.9;27.7;36.2;46.1;55.6;64.3;67.6;65.1;56.5;45.8;36.4;26.7
USC00112500;142R;179R;270R;375R;490R;585R;623R;598R;508R;396R;303R;181R;14.2;17.9;27;37.5;49;58.5;62.3;59.8;50.8;39.6;30.3;18.1
USC00112736;134S;170S;265S;374S;476S;576S;629S;610S;521S;401S;303S;179S;13.4;17;26.5;37.4;47.6;57.6;62.9;61;52.1;40.1;30.3;17.9
USC00112745;97R;138R;251R;357R;455R;561R;602R;579R;483R;369R;274R;146R;9.7;13.8;25.1;35.7;45.5;56.1;60.2;57.9;48.3;36.9;27.4;14.6
USC00112931;216S;252S;338S;435S;529S;618S;653S;634S;551S;441S;346S;247S;21.6;25.2;33.8;43.5;52.9;61.8;65.3;63.4;55.1;44.1;34.6;24.7
USC00112993;157R;198R;291R;394R;509R;598R;625R;613R;526R;404R;305R;214R;15.7;19.8;29.1;39.4;50.9;59.8;62.5;61.3;52.6;40.4;30.5;21.4
USC00113106;209R;240R;326R;428R;533R;624R;655R;628R;551R;425R;345R;239R;20.9;24;32.6;42.8;53.3;62.4;65.5;62.8;55.1;42.5;34.5;23.9
USC00113109;226S;260S;347S;444S;538S;626S;660S;639S;560S;454S;364S;256S;22.6;26;34.7;44.4;53.8;62.6;66;63.9;56;45.4;36.4;25.6
USC00113262;112S;154S;259S;368S;478S;578S;619S;595C;503C;385S;284S;158S;11.2;15.4;25.9;36.8;47.8;57.8;61.9;59.5;50.3;38.5;28.4;15.8
USC00113290;129S;172S;279S;395S;502S;606S;645S;625S;541S;422S;314S;185S;12.9;17.2;27.9;39.5;50.2;60.6;64.5;62.5;54.1;42.2;31.4;18.5
USC00113320;135C;172C;280C;403C;510C;613C;651C;632C;540C;421C;299C;181S;13.5;17.2;28;40.3;51;61.3;65.1;63.2;54;42.1;29.9;18.1
USC00113335;125S;169S;272S;378S;492S;587S;625S;601S;512S;397S;291S;163S;12.5;16.9;27.2;37.8;49.2;58.7;62.5;60.1;51.2;39.7;29.1;16.3
USC00113369;149R;177R;287R;392R;497R;589R;629R;618R;521R;408R;317R;198R;14.9;17.7;28.7;39.2;49.7;58.9;62.9;61.8;52.1;40.8;31.7;19.8
USC00113384;149C;193C;295S;405C;514C;613C;653C;631C;542C;427C;313C;189C;14.9;19.3;29.5;40.5;51.4;61.3;65.3;63.1;54.2;42.7;31.3;18.9
USC00113413;176S;217S;308S;394S;505S;599S;633R;607R;530R;413R;330R;210R;17.6;21.7;30.8;39.4;50.5;59.9;63.3;60.7;53;41.3;33;21
USC00113455;152R;194R;295R;413R;519R;620R;659R;640R;552R;435R;324R;193R;15.2;19.4;29.5;41.3;51.9;62;65.9;64;55.2;43.5;32.4;19.3
USC00113530;159R;193R;294R;406R;514R;611R;648R;628R;533R;423R;315R;200R;15.9;19.3;29.4;40.6;51.4;61.1;64.8;62.8;53.3;42.3;31.5;20
USC00113580;256R;296R;362R;458R;558R;635R;683R;675R;597R;479R;389R;289R;25.6;29.6;36.2;45.8;55.8;63.5;68.3;67.5;59.7;47.9;38.9;28.9
USC00113612;224Q;255Q;339Q;445Q;541Q;637Q;669Q;650Q;565Q;446Q;358Q;253Q;22.4;25.5;33.9;44.5;54.1;63.7;66.9;65;56.5;44.6;35.8;25.3
USC00113717;173R;208R;303R;415R;515R;616R;648R;628R;542R;424R;321R;210R;17.3;20.8;30.3;41.5;51.5;61.6;64.8;62.8;54.2;42.4;32.1;21
USC00113879;232R;269R;350R;450R;549S;638R;673R;652S;563S;445R;361R;265R;23.2;26.9;35;45;54.9;63.8;67.3;65.2;56.3;44.5;36.1;26.5
USC00113940;163S;201R;300R;405R;514R;612R;647R;623R;529R;412R;318R;199R;16.3;20.1;30;40.5;51.4;61.2;64.7;62.3;52.9;41.2;31.8;19.9
USC00114013;137S;178S;280S;385S;491S;588S;627S;609S;519S;403S;302S;181S;13.7;17.8;28;38.5;49.1;58.8;62.7;60.9;51.9;40.3;30.2;18.1
USC00114078;214Q;245Q;337Q;441Q;533Q;624Q;660Q;637Q;555Q;449Q;356Q;246Q;21.4;24.5;33.7;44.1;53.3;62.4;66;63.7;55.5;44.9;35.6;24.6
USC00114108;215C;252C;347C;454C;550C;644C;681S;660C;568C;461C;362S;253C;21.5;25.2;34.7;45.4;55;64.4;68.1;66;56.8;46.1;36.2;25.3
USC00114198;175C;206C;304S;415S;523S;625S;653S;632S;546S;440S;333S;221C;17.5;20.6;30.4;41.5;52.3;62.5;65.3;63.2;54.6;44;33.3;22.1
USC00114317;200Q;244Q;319Q;429Q;538Q;639Q;664Q;643Q;559Q;439Q;343Q;239Q;20;24.4;31.9;42.9;53.8;63.9;66.4;64.3;55.9;43.9;34.3;23.9
USC00114400;198R;237R;331R;430R;521R;620R;655R;635R;543R;437R;348R;236R;19.8;23.7;33.1;43;52.1;62;65.5;63.5;54.3;43.7;34.8;23.6
USC00114442;172S;204S;293S;396S;499S;594S;632S;609S;521S;412S;318S;206S;17.2;20.4;29.3;39.6;49.9;59.4;63.2;60.9;52.1;41.2;31.8;20.6
USC00114447;180Q;209Q;307Q;422Q;523Q;621Q;660Q;639Q;547Q;429Q;329Q;217Q;18;20.9;30.7;42.2;52.3;62.1;66;63.9;54.7;42.9;32.9;21.7
USC00114489;190S;229S;323C;423C;528S;620C;657C;631C;542C;429S;340S;224C;19;22.9;32.3;42.3;52.8;62;65.7;63.1;54.2;42.9;34;22.4
USC00114530;166C;204C;293C;392C;487S;597S;639C;627S;545C;427C;332S;209C;16.6;20.4;29.3;39.2;48.7;59.7;63.9;62.7;54.5;42.7;33.2;20.9
USC00114603;165S;201S;296C;398S;504C;605S;649C;627S;542S;422C;329C;206S;16.5;20.1;29.6;39.8;50.4;60.5;64.9;62.7;54.2;42.2;32.9;20.6
USC00114629;229S;259S;348S;446S;549S;641S;681R;657R;571R;459S;365S;261S;22.9;25.9;34.8;44.6;54.9;64.1;68.1;65.7;57.1;45.9;36.5;26.1
USC00114710;130S;170S;269S;377S;490R;593R;628R;604R;508S;396S;297S;174S;13;17;26.9;37.7;49;59.3;62.8;60.4;50.8;39.6;29.7;17.4
USC00114780;140Q;185Q;280Q;391Q;500Q;606Q;640Q;628Q;534Q;413Q;306Q;181Q;14;18.5;28;39.1;50;60.6;64;62.8;53.4;41.3;30.6;18.1
USC00114805;185S;220S;316S;422S;519S;612S;653S;634S;550S;437S;336S;220S;18.5;22;31.6;42.2;51.9;61.2;65.3;63.4;55;43.7;33.6;22
USC00114823;151R;187R;293R;405S;511S;610R;645R;626R;534R;415R;306R;189R;15.1;18.7;29.3;40.5;51.1;61;64.5;62.6;53.4;41.5;30.6;18.9
USC00114837;147R;180R;271R;375R;473R;572R;626R;619R;540R;423R;312R;188R;14.7;18;27.1;37.5;47.3;57.2;62.6;61.9;54;42.3;31.2;18.8
USC00114957;225R;254R;337R;435R;537R;631R;663R;647R;564R;449R;360R;257R;22.5;25.4;33.7;43.5;53.7;63.1;66.3;64.7;56.4;44.9;36;25.7
USC00114991;205Q;237Q;327Q;434Q;532Q;628Q;670Q;647Q;551Q;442Q;342Q;239Q;20.5;23.7;32.7;43.4;53.2;62.8;67;64.7;55.1;44.2;34.2;23.9
USC00115079;180R;220R;312R;409R;518R;612R;645S;620R;536S;420R;330R;218R;18;22;31.2;40.9;51.8;61.2;64.5;62;53.6;42;33;21.8
USC00115097;147Q;169Q;261Q;370Q;472Q;580Q;617Q;600Q;509Q;393Q;286Q;188Q;14.7;16.9;26.1;37;47.2;58;61.7;60;50.9;39.3;28.6;18.8
USC00115113;174Q;209Q;306Q;414Q;522Q;617Q;651Q;628Q;539Q;422Q;327Q;211Q;17.4;20.9;30.6;41.4;52.2;61.7;65.1;62.8;53.9;42.2;32.7;21.1
USC00115326;119R;162R;260R;365R;469R;566R;613R;595R;509R;392R;292R;163R;11.9;16.2;26;36.5;46.9;56.6;61.3;59.5;50.9;39.2;29.2;16.3
USC00115342;212R;245R;331R;426R;527R;617R;657R;635R;550R;436R;347R;244R;21.2;24.5;33.1;42.6;52.7;61.7;65.7;63.5;55;43.6;34.7;24.4
USC00115372;140R;176R;273R;377R;482R;579R;617R;603R;520R;408R;306R;184R;14;17.6;27.3;37.7;48.2;57.9;61.7;60.3;52;40.8;30.6;18.4
USC00115413;160R;194R;295R;414R;519R;618R;647R;626R;536R;427R;312R;201R;16;19.4;29.5;41.4;51.9;61.8;64.7;62.6;53.6;42.7;31.2;20.1
USC00115430;205R;241R;331R;438R;538R;634R;667R;646R;566R;460R;351R;238R;20.5;24.1;33.1;43.8;53.8;63.4;66.7;64.6;56.6;46;35.1;23.8
USC00115493;119R;161R;261R;370R;470R;563R;611R;597R;512R;386R;296R;171R;11.9;16.1;26.1;37;47;56.3;61.1;59.7;51.2;38.6;29.6;17.1
USC00115515;215R;252R;337R;439R;535R;625R;655R;631R;550R;441R;348R;243R;21.5;25.2;33.7;43.9;53.5;62.5;65.5;63.1;55;44.1;34.8;24.3
USC00115712;143S;185S;283S;387S;494S;592C;629C;606C;521C;406C;308S;186S;14.3;18.5;28.3;38.7;49.4;59.2;62.9;60.6;52.1;40.6;30.8;18.6
USC00115768;157C;199C;300S;406C;506S;602C;638C;618C;535S;429C;318S;199S;15.7;19.9;30;40.6;50.6;60.2;63.8;61.8;53.5;42.9;31.8;19.9
USC00115772;137R;178R;286R;388R;504R;598R;626R;612R;523R;406R;303R;178R;13.7;17.8;28.6;38.8;50.4;59.8;62.6;61.2;52.3;40.6;30.3;17.8
USC00115825;154R;195R;289R;401R;505R;605R;644R;628R;542R;425R;328R;200R;15.4;19.5;28.9;40.1;50.5;60.5;64.4;62.8;54.2;42.5;32.8;20
USC00115833;123C;166C;276S;380S;490S;586S;624C;603C;509C;394C;295C;171S;12.3;16.6;27.6;38;49;58.6;62.4;60.3;50.9;39.4;29.5;17.1
USC00115841;180C;217C;313C;416C;524C;619C;648C;627C;542S;425S;330C;220C;18;21.7;31.3;41.6;52.4;61.9;64.8;62.7;54.2;42.5;33;22
USC00115888;239S;271S;360S;461S;563S;656S;686S;665S;580S;463S;373S;270S;23.9;27.1;36;46.1;56.3;65.6;68.6;66.5;58;46.3;37.3;27
USC00115901;112R;155R;263R;367R;473R;565R;606R;586R;493R;379R;285R;159R;11.2;15.5;26.3;36.7;47.3;56.5;60.6;58.6;49.3;37.9;28.5;15.9
USC00115943;209S;242S;334S;436S;536S;629S;669S;646S;558S;438S;348S;239S;20.9;24.2;33.4;43.6;53.6;62.9;66.9;64.6;55.8;43.8;34.8;23.9
USC00115950;175R;212R;317R;417R;524R;624R;653R;625R;539R;427R;334R;221R;17.5;21.2;31.7;41.7;52.4;62.4;65.3;62.5;53.9;42.7;33.4;22.1
USC00115961;131R;169R;262R;370R;470R;581R;626R;611R;527R;411R;302R;176R;13.1;16.9;26.2;37;47;58.1;62.6;61.1;52.7;41.1;30.2;17.6
USC00116011;217C;250C;349C;456C;554S;643C;677C;658C;577C;470C;358C;255C;21.7;25;34.9;45.6;55.4;64.3;67.7;65.8;57.7;47;35.8;25.5
USC00116025;183Q;222Q;308Q;416Q;525Q;623Q;652Q;625Q;530Q;421Q;335Q;231Q;18.3;22.2;30.8;41.6;52.5;62.3;65.2;62.5;53;42.1;33.5;23.1
USC00116080;148R;191R;295R;407R;516R;614R;655R;630R;540R;430R;313R;201R;14.8;19.1;29.5;40.7;51.6;61.4;65.5;63;54;43;31.3;20.1
USC00116157;207R;252R;332R;439R;528R;630R;661R;639R;556R;443R;346R;247R;20.7;25.2;33.2;43.9;52.8;63;66.1;63.9;55.6;44.3;34.6;24.7
USC00116159;198R;226R;320R;420R;517R;615R;647R;620R;539R;426R;337R;228R;19.8;22.6;32;42;51.7;61.5;64.7;62;53.9;42.6;33.7;22.8
USC00116200;148S;183S;271S;378S;491S;599S;633S;610S;525S;412S;308S;192S;14.8;18.3;27.1;37.8;49.1;59.9;63.3;61;52.5;41.2;30.8;19.2
USC00116383;254R;294R;367R;463R;556R;641R;676R;666R;578R;467R;380R;278R;25.4;29.4;36.7;46.3;55.6;64.1;67.6;66.6;57.8;46.7;38;27.8
USC00116446;204S;236S;322C;427S;526S;625S;656C;639S;554C;440S;344S;242C;20.4;23.6;32.2;42.7;52.6;62.5;65.6;63.9;55.4;44;34.4;24.2
USC00116526;151S;190C;293C;400S;505C;604C;644C;624C;539C;421C;320C;196C;15.1;19;29.3;40;50.5;60.4;64.4;62.4;53.9;42.1;32;19.6
USC00116558;227S;258S;347S;439S;543S;634R;661S;640S;549S;448R;357R;257R;22.7;25.8;34.7;43.9;54.3;63.4;66.1;64;54.9;44.8;35.7;25.7
USC00116579;183R;218R;315S;423S;522S;617S;652S;630S;544S;434S;335R;227S;18.3;21.8;31.5;42.3;52.2;61.7;65.2;63;54.4;43.4;33.5;22.7
USC00116610;181C;215C;311C;422S;529S;627C;658C;638S;552S;441C;337C;226C;18.1;21.5;31.1;42.2;52.9;62.7;65.8;63.8;55.2;44.1;33.7;22.6
USC00116616;156S;190S;291S;398S;500S;600S;650S;631S;548C;429S;324S;203C;15.6;19;29.1;39.8;50;60;65;63.1;54.8;42.9;32.4;20.3
USC00116661;109R;149R;255R;364S;472S;570S;608S;590R;505R;388R;279R;154R;10.9;14.9;25.5;36.4;47.2;57;60.8;59;50.5;38.8;27.9;15.4
USC00116663;149R;189R;286R;386R;498R;594R;625R;604R;519R;407R;311R;195R;14.9;18.9;28.6;38.6;49.8;59.4;62.5;60.4;51.9;40.7;31.1;19.5
USC00116738;171R;211R;306R;410R;520R;612R;645R;620R;534R;415R;327R;211R;17.1;21.1;30.6;41;52;61.2;64.5;62;53.4;41.5;32.7;21.1
USC00116753;139C;181C;278S;385S;489C;591C;629C;609S;521C;408C;308C;183S;13.9;18.1;27.8;38.5;48.9;59.1;62.9;60.9;52.1;40.8;30.8;18.3
USC00116819;156S;190S;282S;385S;492S;599S;630S;603S;518S;414S;315S;199S;15.6;19;28.2;38.5;49.2;59.9;63;60.3;51.8;41.4;31.5;19.9
USC00116837;177R;224R;311R;421R;523R;616R;659R;633R;542R;427R;336R;216R;17.7;22.4;31.1;42.1;52.3;61.6;65.9;63.3;54.2;42.7;33.6;21.6
USC00116897;129R;165R;268R;374R;479R;578R;616R;590R;507R;392R;289R;171R;12.9;16.5;26.8;37.4;47.9;57.8;61.6;59;50.7;39.2;28.9;17.1
USC00116910;157S;194S;290C;396C;503C;606C;644S;625C;542C;424C;320S;199C;15.7;19.4;29;39.6;50.3;60.6;64.4;62.5;54.2;42.4;32;19.9
USC00116970;152Q;187Q;286Q;408Q;515Q;614Q;646Q;628Q;543Q;428Q;310Q;196Q;15.2;18.7;28.6;40.8;51.5;61.4;64.6;62.8;54.3;42.8;31;19.6
USC00116998;158R;199R;296R;404R;512R;610R;649R;629R;544R;424R;319R;196R;15.8;19.9;29.6;40.4;51.2;61;64.9;62.9;54.4;42.4;31.9;19.6
USC00117004;143C;186C;284C;390S;499C;596C;627S;604C;514C;405C;303S;184S;14.3;18.6;28.4;39;49.9;59.6;62.7;60.4;51.4;40.5;30.3;18.4
USC00117077;190R;229R;319S;428R;536S;629R;672R;656R;565R;449R;346R;227R;19;22.9;31.9;42.8;53.6;62.9;67.2;65.6;56.5;44.9;34.6;22.7
USC00117126;191R;228R;320R;419R;520R;614R;650R;623R;538R;425R;336R;229R;19.1;22.8;32;41.9;52;61.4;65;62.3;53.8;42.5;33.6;22.9
USC00117187;225Q;256Q;343Q;456Q;553Q;639Q;674Q;663Q;575Q;459Q;365Q;264Q;22.5;25.6;34.3;45.6;55.3;63.9;67.4;66.3;57.5;45.9;36.5;26.4
USC00117345;202Q;232Q;326Q;434Q;533Q;627Q;657Q;633Q;544Q;434Q;342Q;236Q;20.2;23.2;32.6;43.4;53.3;62.7;65.7;63.3;54.4;43.4;34.2;23.6
USC00117354;114S;158S;261S;368S;476S;582S;612S;596S;506S;388S;291S;163S;11.4;15.8;26.1;36.8;47.6;58.2;61.2;59.6;50.6;38.8;29.1;16.3
USC00117391;163R;208R;310R;427R;536R;636R;678R;658R;576R;454R;336R;207R;16.3;20.8;31;42.7;53.6;63.6;67.8;65.8;57.6;45.4;33.6;20.7
USC00117457;158R;197R;295R;396R;499R;596R;641R;627R;546R;430R;327R;200R;15.8;19.7;29.5;39.6;49.9;59.6;64.1;62.7;54.6;43;32.7;20
USC00117487;224R;252R;338R;434R;526R;621R;656R;636R;555R;434R;353R;255R;22.4;25.2;33.8;43.4;52.6;62.1;65.6;63.6;55.5;43.4;35.3;25.5
USC00117551;171S;212S;310S;419S;519S;616S;653S;632R;549R;437S;329S;211S;17.1;21.2;31;41.9;51.9;61.6;65.3;63.2;54.9;43.7;32.9;21.1
USC00117590;150Q;191Q;283Q;388Q;502Q;597Q;625Q;602Q;516Q;410Q;310Q;193Q;15;19.1;28.3;38.8;50.2;59.7;62.5;60.2;51.6;41;31;19.3
USC00117636;205C;236C;330C;439C;538C;632C;671C;652C;563C;446C;346C;242C;20.5;23.6;33;43.9;53.8;63.2;67.1;65.2;56.3;44.6;34.6;24.2
USC00117876;181R;219R;317R;430R;534R;635R;666R;645R;563R;440R;334R;223R;18.1;21.9;31.7;43;53.4;63.5;66.6;64.5;56.3;44;33.4;22.3
USC00117952;165Q;192Q;294Q;403Q;514Q;615Q;638Q;618Q;532Q;419Q;326Q;214Q;16.5;19.2;29.4;40.3;51.4;61.5;63.8;61.8;53.2;41.9;32.6;21.4
USC00118020;247S;277S;361S;453C;551C;639S;682S;671C;590C;465S;372S;275S;24.7;27.7;36.1;45.3;55.1;63.9;68.2;67.1;59;46.5;37.2;27.5
USC00118147;215S;251S;331S;433S;530S;624S;663S;642S;552S;444S;354S;249S;21.5;25.1;33.1;43.3;53;62.4;66.3;64.2;55.2;44.4;35.4;24.9
USC00118186;186Q;210Q;307Q;422Q;529Q;631Q;665Q;640Q;547Q;439Q;331Q;222Q;18.6;21;30.7;42.2;52.9;63.1;66.5;64;54.7;43.9;33.1;22.2
USC00118293;115C;163C;264C;371S;479C;576C;611C;590C;505S;394C;290C;158C;11.5;16.3;26.4;37.1;47.9;57.6;61.1;59;50.5;39.4;29;15.8
USC00118324;106R;135R;228R;329R;429R;535R;586R;572R;479R;368R;265R;146R;10.6;13.5;22.8;32.9;42.9;53.5;58.6;57.2;47.9;36.8;26.5;14.6
USC00118389;179R;209R;306R;404R;515R;613R;648R;611R;525R;424R;324R;225R;17.9;20.9;30.6;40.4;51.5;61.3;64.8;61.1;52.5;42.4;32.4;22.5
